user,completed,rating,status,pattern_id,average_rating,rating_count
hannahcf,2011/04/06,4.0,Finished,44131,4.5962962962962965,2970.0
hannahcf,2011/04/01,4.0,Finished,145433,4.646,500.0
hannahcf,2011/03/10,4.0,Finished,8066,4.419277108433735,1245.0
hannahcf,2011/03/01,4.0,Finished,44131,4.5962962962962965,2970.0
hannahcf,2011/01/28,3.0,Finished,128228,4.613675213675213,585.0
hannahcf,2011/01/05,3.0,Finished,200620,4.0,23.0
hannahcf,2010/12/01,4.0,Finished,146287,4.575284090909091,704.0
hannahcf,2010/10/06,3.0,Finished,146287,4.575284090909091,704.0
hannahcf,2010/09/15,4.0,Finished,145283,4.333333333333333,198.0
hannahcf,,4.0,Finished,4148,4.405056481979559,5577.0
Diliel,2021/02/04,3.0,Finished,290476,4.0,48.0
Diliel,2020/09/27,3.0,Finished,900048,4.91,100.0
Diliel,2020/06/08,4.0,Finished,337063,4.558139534883721,43.0
Diliel,2019/09/14,4.0,Finished,416384,4.504201680672269,238.0
Diliel,2019/08/20,3.0,Finished,416384,4.504201680672269,238.0
Diliel,2018/11/19,3.0,Finished,267731,4.641025641025641,1053.0
Diliel,2018/11/01,3.0,Finished,259857,4.3875,240.0
Diliel,2018/08/08,3.0,Finished,148017,4.463829787234043,1410.0
Diliel,2018/03/14,3.0,Finished,453934,4.722222222222222,54.0
Diliel,2017/03/17,3.0,Finished,94666,4.151515151515151,66.0
Diliel,2017/02/28,3.0,Finished,316148,4.278846153846154,104.0
Diliel,2016/03/05,3.0,Finished,157381,4.543307086614173,127.0
Diliel,2016/02/29,3.0,Finished,428515,4.628571428571429,105.0
Diliel,2015/11/10,4.0,Finished,488608,4.7,10.0
Diliel,2015/09/17,3.0,Finished,372018,4.571428571428571,7.0
Diliel,2015/06/30,3.0,Finished,472657,4.653846153846154,182.0
Diliel,2015/05/26,3.0,Finished,419933,4.7272727272727275,11.0
Diliel,2015/05/13,3.0,Finished,285189,4.021739130434782,184.0
Diliel,2015/04/18,3.0,Finished,418595,4.45,20.0
Diliel,2015/03/12,4.0,Finished,546841,4.791666666666667,24.0
Diliel,2015/02/15,3.0,Finished,551627,4.5,6.0
Diliel,2015/02/03,3.0,Finished,433974,4.725,40.0
Diliel,2015/01/28,4.0,Finished,287992,4.554956896551724,928.0
Diliel,2015/01/07,3.0,Finished,452547,4.688888888888889,45.0
Diliel,2014/12/14,4.0,Finished,247676,4.5,24.0
Diliel,2014/11/18,3.0,Finished,240443,4.408163265306122,49.0
Diliel,2014/10/21,3.0,Finished,177401,4.45,60.0
Diliel,2014/10/07,3.0,Finished,428477,4.190476190476191,21.0
cathycrafts,2016/09/01,,Finished,219302,4.2727272727272725,11.0
beadmneiae,2018/12/27,4.0,Finished,264193,4.8,5.0
beadmneiae,2018/08/26,,Finished,264193,4.8,5.0
bsuthersan,2020/12/22,4.0,Finished,894237,4.630541871921182,406.0
bsuthersan,2020/12/06,4.0,Finished,709323,4.8254355400696864,2870.0
bsuthersan,2020/12/03,3.0,Finished,982351,4.732142857142857,56.0
bsuthersan,2020/11/22,,Finished,1084781,4.666666666666667,54.0
bsuthersan,2020/11/15,4.0,Finished,693426,4.530864197530864,162.0
bsuthersan,2020/05/15,,Finished,778932,4.814225549836219,2137.0
bsuthersan,2020/01/04,,Finished,724863,4.688888888888889,45.0
bsuthersan,2019/10/13,,Finished,700743,4.7384615384615385,65.0
bsuthersan,2019/10/04,,Finished,662165,4.56687898089172,314.0
bsuthersan,,,Finished,775740,4.856846473029045,482.0
bsuthersan,,,Finished,775740,4.856846473029045,482.0
bsuthersan,,,Finished,710751,4.710900473933649,211.0
bsuthersan,,,Finished,647742,4.6,25.0
mek17,2020/02/12,,Finished,8166,4.166403785488959,1268.0
mek17,2020/02/08,4.0,Finished,8166,4.166403785488959,1268.0
mek17,2017/05/06,,Finished,376987,0.0,
Marteing,2010/10/01,4.0,Finished,659,4.533293341331734,3334.0
awhite22,2019/02/17,3.0,Finished,444606,4.1,10.0
KAW,2020/03/31,,Finished,3636,4.4927857935627085,901.0
KAW,,4.0,Finished,278,4.508986340762042,2782.0
kmakens,2009/09/05,3.0,Finished,88286,4.4950354609929075,705.0
kmakens,2009/03/12,4.0,Finished,8493,4.458834412580943,1081.0
kmakens,2009/02/07,4.0,Finished,48844,4.533665835411472,401.0
kmakens,2008/11/23,4.0,Finished,12495,4.331775700934579,214.0
annabritak,2019/03/14,,Finished,795171,4.125,8.0
annabritak,2018/08/04,4.0,Finished,223644,4.577490774907749,542.0
annabritak,2018/07/28,,Finished,223644,4.577490774907749,542.0
annabritak,2018/06/01,,Finished,847364,0.0,
annabritak,2017/10/01,4.0,Finished,847364,0.0,
annabritak,2016/10/18,4.0,Finished,599253,4.0,6.0
annabritak,2016/08/19,4.0,Finished,544098,4.666666666666667,12.0
annabritak,2016/02/02,,Finished,639873,4.3,10.0
annabritak,2016/02/01,4.0,Finished,599253,4.0,6.0
annabritak,2016/02/01,,Finished,599253,4.0,6.0
annabritak,2016/02/01,,Finished,543979,4.5625,32.0
annabritak,2016/01/01,,Finished,599253,4.0,6.0
annabritak,2016/01/01,,Finished,543979,4.5625,32.0
annabritak,2016/01/01,,Finished,564075,0.0,
annabritak,2015/12/20,,Finished,642069,4.4324324324324325,37.0
annabritak,2015/12/01,4.0,Finished,684493,0.0,
annabritak,2015/12/01,4.0,Finished,642007,4.12280701754386,57.0
annabritak,2015/11/08,,Finished,642069,4.4324324324324325,37.0
annabritak,2015/10/19,,Finished,740698,4.7272727272727275,11.0
annabritak,2015/10/01,,Finished,662992,4.7272727272727275,11.0
annabritak,2015/10/01,,Finished,719939,4.5,14.0
ahaas57,2010/09/01,4.0,Finished,167061,4.057142857142857,70.0
Ona,2015/04/22,3.0,Finished,546649,4.615384615384615,13.0
Ona,2015/04/12,3.0,Finished,393371,4.531914893617022,47.0
Ona,2014/11/26,,Finished,213483,4.757459831675593,1307.0
Ona,2014/08/29,3.0,Finished,327637,4.6304985337243405,341.0
Ona,2013/03/20,4.0,Finished,359828,4.586092715231788,302.0
Ona,2013/01/13,4.0,Finished,89104,3.933333333333333,15.0
Ona,2013/01/01,4.0,Finished,134174,4.523489932885906,298.0
Ona,2012/12/27,4.0,Finished,357468,4.333333333333333,60.0
Ona,2012/12/07,4.0,Finished,10760,4.20997375328084,381.0
Ona,2012/12/04,4.0,Finished,293353,4.626655275523281,2341.0
Ona,2012/12/02,4.0,Finished,357468,4.333333333333333,60.0
Ona,2012/11/25,4.0,Finished,323490,4.421383647798742,477.0
Ona,2012/11/12,4.0,Finished,2525,4.331983805668016,494.0
Ona,2012/11/10,4.0,Finished,88575,4.4411764705882355,34.0
Ona,2012/10/18,4.0,Finished,108356,4.410344827586207,290.0
Ona,2010/09/03,3.0,Finished,170995,4.410041841004184,239.0
Ona,2010/08/30,3.0,Finished,181999,4.400740740740741,2700.0
Ona,2010/08/27,3.0,Finished,185648,4.481057268722467,1135.0
Ona,2010/08/22,4.0,Finished,181999,4.400740740740741,2700.0
Ona,2010/08/12,4.0,Finished,156437,4.608736717827627,4235.0
Ona,2010/07/26,4.0,Finished,108356,4.410344827586207,290.0
Ona,2010/07/25,4.0,Finished,92403,4.309859154929577,71.0
Ona,2010/07/13,4.0,Finished,144814,4.5,104.0
Ona,2010/07/06,4.0,Finished,144814,4.5,104.0
Ona,,4.0,Finished,532791,4.684210526315789,19.0
Ona,,,Finished,367817,4.297872340425532,47.0
bellybutton,,4.0,Finished,107399,3.3333333333333335,6.0
bellybutton,,4.0,Finished,7237,3.9365079365079363,63.0
bellybutton,,4.0,Finished,23326,4.040816326530612,147.0
bellybutton,,4.0,Finished,7516,3.8,120.0
bellybutton,,4.0,Finished,56981,4.0,4.0
bellybutton,,4.0,Finished,106303,0.0,
bellybutton,,4.0,Finished,721,4.112781954887218,133.0
bellybutton,,4.0,Finished,178160,0.0,
bellybutton,,3.0,Finished,72394,4.36,25.0
bellybutton,,3.0,Finished,106303,0.0,
bellybutton,,3.0,Finished,110778,0.0,
bellybutton,,2.0,Finished,72717,0.0,
eparys,2012/03/20,,Finished,58,4.132163742690058,855.0
Littlebitobear,2013/09/11,4.0,Finished,356768,4.675675675675675,74.0
robsa,2008/01/01,3.0,Finished,9480,3.2222222222222223,9.0
robsa,2007/12/01,4.0,Finished,2505,4.290224032586558,982.0
robsa,2007/09/01,4.0,Finished,5661,4.3355263157894735,152.0
robsa,2007/07/01,3.0,Finished,1194,4.372549019607843,204.0
robsa,2007/06/01,3.0,Finished,1711,4.299319727891157,147.0
robsa,2007/03/01,3.0,Finished,2993,4.071428571428571,224.0
robsa,2007/03/01,3.0,Finished,841,4.2439024390243905,82.0
robsa,,3.0,Finished,803,4.46875,96.0
Senior67,2019/01/07,4.0,Finished,891171,4.7764423076923075,416.0
Senior67,2018/08/29,4.0,Finished,839382,4.857142857142857,7.0
Senior67,2018/01/01,,Finished,805612,4.714285714285714,7.0
Senior67,2017/12/31,4.0,Finished,772491,4.8125,16.0
Senior67,2017/12/20,4.0,Finished,667143,4.720779220779221,154.0
Senior67,2017/07/23,4.0,Finished,756821,4.571428571428571,7.0
Senior67,2017/07/18,4.0,Finished,759893,4.954545454545454,22.0
Senior67,2017/05/08,4.0,Finished,433170,4.4714285714285715,140.0
Senior67,2017/03/03,4.0,Finished,732303,4.838709677419355,31.0
Senior67,2017/02/26,3.0,Finished,733596,5.0,7.0
Senior67,2017/02/04,4.0,Finished,731223,4.5,18.0
Senior67,2017/01/21,4.0,Finished,684539,4.909090909090909,11.0
Senior67,2016/12/24,4.0,Finished,591693,4.782608695652174,368.0
Senior67,2016/11/28,3.0,Finished,720593,4.6923076923076925,13.0
Senior67,2016/10/31,4.0,Finished,619877,4.666666666666667,36.0
Senior67,2016/10/10,4.0,Finished,301983,4.675675675675675,37.0
Senior67,2016/10/01,4.0,Finished,301983,4.675675675675675,37.0
Senior67,2016/09/20,4.0,Finished,687908,4.723404255319149,47.0
Senior67,2016/07/27,4.0,Finished,684539,4.909090909090909,11.0
Senior67,2016/06/21,4.0,Finished,668797,4.607476635514018,214.0
Senior67,2016/05/23,4.0,Finished,666869,4.8,20.0
Senior67,2016/04/19,4.0,Finished,661793,4.888888888888889,18.0
Senior67,2016/03/26,4.0,Finished,597118,4.7317073170731705,123.0
Senior67,2016/03/15,3.0,Finished,653962,4.722222222222222,18.0
Senior67,2016/02/14,4.0,Finished,591693,4.782608695652174,368.0
Senior67,2016/01/29,4.0,Finished,643541,4.685831622176591,487.0
Senior67,2016/01/22,4.0,Finished,638434,4.666666666666667,18.0
Senior67,2016/01/03,2.0,Finished,70659,4.479289940828402,1521.0
Senior67,2015/11/30,3.0,Finished,619877,4.666666666666667,36.0
Senior67,2015/10/26,3.0,Finished,530077,4.645038167938932,262.0
Senior67,2015/09/23,4.0,Finished,591693,4.782608695652174,368.0
Senior67,2015/08/20,4.0,Finished,512899,4.452247191011236,356.0
Senior67,2015/07/14,4.0,Finished,487007,4.714285714285714,105.0
Senior67,2015/06/16,3.0,Finished,588582,4.666666666666667,3.0
Senior67,2015/06/02,4.0,Finished,512899,4.452247191011236,356.0
Senior67,2015/05/21,4.0,Finished,487007,4.714285714285714,105.0
Senior67,2015/05/03,4.0,Finished,302243,4.75,4.0
Senior67,2015/04/18,4.0,Finished,422376,4.7757847533632285,223.0
Senior67,2015/02/26,,Finished,333507,4.586956521739131,92.0
Senior67,2015/01/29,4.0,Finished,551312,4.2631578947368425,19.0
Senior67,2015/01/10,4.0,Finished,333507,4.586956521739131,92.0
Senior67,2014/12/26,4.0,Finished,535308,4.716981132075472,106.0
Senior67,2014/11/18,,Finished,118491,4.455050329746616,2881.0
Senior67,2014/11/17,2.0,Finished,323088,4.581081081081081,74.0
Senior67,2014/11/02,4.0,Finished,462837,4.625,304.0
Senior67,2014/10/13,4.0,Finished,487007,4.714285714285714,105.0
Senior67,2014/09/09,4.0,Finished,422376,4.7757847533632285,223.0
Senior67,2014/01/01,4.0,Finished,154873,4.443150684931507,1460.0
Senior67,2013/12/31,4.0,Finished,154873,4.443150684931507,1460.0
Senior67,2013/12/29,4.0,Finished,211999,4.495686274509804,1275.0
Senior67,2013/12/26,4.0,Finished,449489,4.601156069364162,173.0
Senior67,2013/11/15,4.0,Finished,124800,4.560615512580578,4809.0
Senior67,2013/07/12,4.0,Finished,416804,4.491228070175438,114.0
Senior67,2013/07/06,4.0,Finished,250425,4.705479452054795,146.0
Senior67,2013/06/12,3.0,Finished,266566,3.7,10.0
Senior67,2013/04/27,3.0,Finished,262595,4.529411764705882,34.0
Senior67,2013/04/04,3.0,Finished,122646,4.198347107438017,121.0
Senior67,2013/03/18,4.0,Finished,266141,4.654590880699563,1601.0
Senior67,2013/02/19,4.0,Finished,375863,4.5215946843853825,301.0
Senior67,2013/02/16,4.0,Finished,323185,4.706666666666667,75.0
Senior67,2013/01/26,3.0,Finished,364543,4.699619771863118,263.0
Senior67,2013/01/05,3.0,Finished,359209,4.795918367346939,49.0
Senior67,2013/01/02,4.0,Finished,279954,4.378378378378378,37.0
Senior67,2012/12/30,4.0,Finished,360357,4.669354838709677,248.0
Senior67,2012/11/24,4.0,Finished,279954,4.378378378378378,37.0
Senior67,2012/11/16,3.0,Finished,122646,4.198347107438017,121.0
Senior67,2012/11/02,4.0,Finished,356761,4.56595744680851,235.0
Senior67,2012/10/27,3.0,Finished,337715,4.692127825409197,1283.0
Senior67,2012/09/01,4.0,Finished,352423,0.0,
Senior67,2012/08/12,4.0,Finished,323185,4.706666666666667,75.0
Senior67,2012/08/05,4.0,Finished,113140,4.464765100671141,596.0
Senior67,,4.0,Finished,780611,4.793103448275862,87.0
Senior67,,4.0,Finished,422376,4.7757847533632285,223.0
Neak,2019/06/26,4.0,Finished,147710,4.525496974935177,1157.0
Neak,2018/02/27,,Finished,758675,4.777393310265283,867.0
Neak,2012/12/02,4.0,Finished,283949,4.554347826086956,92.0
Neak,2012/11/25,4.0,Finished,181999,4.400740740740741,2700.0
Neak,2012/11/10,4.0,Finished,227718,4.588235294117647,17.0
Neak,2012/10/27,4.0,Finished,147710,4.525496974935177,1157.0
Neak,2012/10/22,4.0,Finished,269063,4.636363636363637,11.0
Neak,2012/10/22,4.0,Finished,139148,4.60171568627451,816.0
Neak,2012/10/22,4.0,Finished,139148,4.60171568627451,816.0
Neak,2012/10/22,4.0,Finished,139148,4.60171568627451,816.0
Neak,2012/09/15,4.0,Finished,165182,4.387096774193548,31.0
Neak,2012/09/08,4.0,Finished,19864,4.457423580786026,916.0
Neak,2012/09/01,4.0,Finished,238707,4.6875,64.0
Neak,2012/08/11,4.0,Finished,3507,4.05050505050505,198.0
Neak,2012/08/04,4.0,Finished,127539,4.333333333333333,12.0
Neak,2012/06/10,4.0,Finished,105732,4.271137026239067,343.0
Neak,2012/05/13,3.0,Finished,147710,4.525496974935177,1157.0
Neak,2012/05/09,4.0,Finished,306546,4.670682730923695,249.0
Neak,2012/05/02,4.0,Finished,218942,4.764705882352941,17.0
Neak,2012/05/01,4.0,Finished,218942,4.764705882352941,17.0
Neak,2012/04/04,4.0,Finished,238987,4.523809523809524,21.0
Neak,2012/03/22,4.0,Finished,240867,4.7272727272727275,11.0
Neak,2012/02/01,4.0,Finished,148347,4.588235294117647,51.0
Neak,2012/01/01,4.0,Finished,262184,4.7105263157894735,152.0
Neak,2011/12/26,4.0,Finished,270527,4.599733155436958,1499.0
Neak,2011/12/23,4.0,Finished,104730,4.666666666666667,27.0
Neak,2011/10/11,4.0,Finished,272519,4.043478260869565,23.0
Neak,2011/07/29,4.0,Finished,262184,4.7105263157894735,152.0
Neak,2011/07/09,4.0,Finished,221564,4.614285714285714,140.0
Neak,2011/07/03,4.0,Finished,104546,4.571428571428571,28.0
Neak,2011/06/14,4.0,Finished,244528,4.7103825136612025,183.0
Neak,2011/05/28,4.0,Finished,244528,4.7103825136612025,183.0
Neak,2011/05/20,4.0,Finished,133722,4.3076923076923075,13.0
Neak,2011/05/18,4.0,Finished,130517,4.517241379310345,29.0
Neak,2011/05/14,4.0,Finished,111738,4.666666666666667,24.0
Neak,2011/05/04,4.0,Finished,194208,4.666666666666667,24.0
Neak,2011/04/16,4.0,Finished,190,4.4591887831747625,1997.0
Neak,2011/04/13,4.0,Finished,238707,4.6875,64.0
Neak,2011/04/10,4.0,Finished,118491,4.455050329746616,2881.0
Neak,2011/03/09,4.0,Finished,129279,4.443069306930693,404.0
Neak,2011/03/01,4.0,Finished,174158,4.705882352941177,136.0
Neak,2011/02/23,4.0,Finished,207869,4.720430107526882,93.0
Neak,2011/02/06,4.0,Finished,135927,4.487544483985765,1686.0
Neak,2010/12/22,4.0,Finished,27077,4.264876957494407,2235.0
Neak,2010/12/15,4.0,Finished,27077,4.264876957494407,2235.0
Neak,2010/12/01,4.0,Finished,174158,4.705882352941177,136.0
Neak,2010/11/26,4.0,Finished,174678,4.6875,112.0
Neak,2010/11/15,4.0,Finished,175172,4.301675977653631,358.0
Neak,2010/11/01,4.0,Finished,35643,4.333333333333333,72.0
Neak,2010/08/06,4.0,Finished,2111,4.32982982982983,1998.0
Neak,2010/07/21,4.0,Finished,174158,4.705882352941177,136.0
Neak,2010/07/18,3.0,Finished,103960,4.724137931034483,29.0
Neak,2010/07/17,4.0,Finished,167312,4.638211382113822,246.0
Neak,2010/07/15,4.0,Finished,64537,4.266666666666667,30.0
Neak,2010/07/05,3.0,Finished,81693,4.260869565217392,23.0
Neak,2010/06/30,,Finished,179458,4.703703703703703,27.0
Neak,2010/06/28,4.0,Finished,97201,4.688221709006928,433.0
Neak,2010/06/27,4.0,Finished,106720,4.235294117647059,17.0
Neak,2010/06/21,4.0,Finished,47191,4.675742574257426,404.0
Neak,2010/06/11,4.0,Finished,177708,4.716216216216216,370.0
Neak,2010/06/07,4.0,Finished,177708,4.716216216216216,370.0
Neak,2010/06/02,4.0,Finished,179458,4.703703703703703,27.0
Neak,2010/06/01,4.0,Finished,121619,4.722854973424449,2634.0
Neak,2010/05/28,4.0,Finished,80472,4.369942196531792,346.0
Neak,2010/05/23,4.0,Finished,138270,4.666666666666667,39.0
Neak,2010/05/20,4.0,Finished,111738,4.666666666666667,24.0
Neak,2010/05/14,4.0,Finished,179458,4.703703703703703,27.0
Neak,2010/05/14,4.0,Finished,154236,4.388465499485067,4855.0
Neak,2010/04/29,4.0,Finished,173957,4.5,6.0
Neak,2010/04/21,4.0,Finished,155183,3.9444444444444446,18.0
Neak,2010/04/12,4.0,Finished,95591,4.372881355932203,118.0
Neak,2010/03/16,4.0,Finished,88291,3.6923076923076925,13.0
Neak,2010/03/06,4.0,Finished,148347,4.588235294117647,51.0
Neak,2010/03/04,4.0,Finished,113124,4.499237804878049,1312.0
Neak,2010/02/23,4.0,Finished,147280,4.35,20.0
Neak,2010/02/18,4.0,Finished,165182,4.387096774193548,31.0
Neak,2010/02/17,4.0,Finished,165182,4.387096774193548,31.0
Neak,2010/02/17,4.0,Finished,8964,4.455807158509861,1369.0
Neak,2010/02/16,4.0,Finished,106720,4.235294117647059,17.0
Neak,2010/02/12,4.0,Finished,143913,4.71875,352.0
Neak,2010/02/07,4.0,Finished,163277,4.222222222222222,9.0
Neak,2010/02/01,4.0,Finished,683,4.486703250316589,4738.0
Neak,2010/01/13,4.0,Finished,112785,4.377966101694915,590.0
Neak,2009/12/28,4.0,Finished,147402,4.409356725146199,171.0
Neak,2009/12/26,4.0,Finished,103556,4.58228855721393,5025.0
Neak,2009/12/04,4.0,Finished,99082,4.487684729064039,203.0
Neak,2009/11/29,3.0,Finished,95870,3.875,24.0
Neak,2009/10/23,4.0,Finished,26184,4.436331775700935,1712.0
Neak,2009/09/29,4.0,Finished,77538,4.475242718446602,2060.0
Neak,2009/09/28,4.0,Finished,62814,4.414507772020725,193.0
Neak,2009/09/26,4.0,Finished,62814,4.414507772020725,193.0
Neak,2009/09/26,4.0,Finished,88291,3.6923076923076925,13.0
Neak,2009/09/14,4.0,Finished,108608,4.194805194805195,77.0
Neak,2009/09/07,4.0,Finished,136757,4.5,8.0
Neak,2009/08/30,4.0,Finished,108608,4.194805194805195,77.0
Neak,2009/08/27,4.0,Finished,73878,4.57808564231738,794.0
Neak,2009/08/17,4.0,Finished,2274,4.283018867924528,106.0
Neak,2009/08/01,3.0,Finished,133722,4.3076923076923075,13.0
Neak,2009/07/29,4.0,Finished,86008,4.167079207920792,1616.0
Neak,2009/07/26,3.0,Finished,97629,4.127167630057803,519.0
Neak,2009/07/03,4.0,Finished,121619,4.722854973424449,2634.0
Neak,2009/06/30,4.0,Finished,97201,4.688221709006928,433.0
Neak,2009/06/29,4.0,Finished,92492,4.505263157894737,380.0
Neak,2009/06/28,4.0,Finished,127539,4.333333333333333,12.0
Neak,2009/06/15,4.0,Finished,4124,4.163793103448276,1044.0
Neak,2009/06/15,3.0,Finished,97201,4.688221709006928,433.0
